uid	index	classes
cat-file0242	1151	ship
cat-file0243	1152	monkey
cat-file0244	1153	monkey
cat-file0245	1154	dog
cat-file0246	1155	cat
cat-file0247	1156	dog
cat-file0248	1157	cat
cat-file0249	1158	dog
cat-file0250	1159	cat
cat-file0251	1160	cat
cat-file0252	1161	monkey
cat-file0253	1162	cat
cat-file0254	1163	cat
cat-file0255	1164	monkey
cat-file0256	1165	monkey
cat-file0257	1166	cat
cat-file0258	1167	deer
cat-file0259	1168	cat
cat-file0260	1169	cat
cat-file0261	1170	cat
cat-file0262	1171	cat
cat-file0263	1172	airplane
cat-file0264	1173	dog
cat-file0265	1174	deer
cat-file0266	1175	monkey
cat-file0267	1176	cat
cat-file0268	1177	monkey
cat-file0269	1178	monkey
cat-file0270	1179	monkey
deer-file0000	1180	deer
deer-file0001	1181	horse
deer-file0002	1182	dog
deer-file0003	1183	monkey
deer-file0004	1184	deer
deer-file0005	1185	deer
deer-file0006	1186	horse
deer-file0007	1187	deer
deer-file0008	1188	deer
deer-file0009	1189	deer
deer-file0010	1190	deer
deer-file0011	1191	cat
deer-file0012	1192	deer
deer-file0013	1193	horse
deer-file0014	1194	horse
deer-file0015	1195	deer
deer-file0016	1196	deer
deer-file0017	1197	horse
deer-file0018	1198	deer
deer-file0019	1199	dog
deer-file0020	1200	bird
deer-file0021	1201	deer
deer-file0022	1202	deer
deer-file0023	1203	horse
deer-file0024	1204	deer
deer-file0025	1205	deer
deer-file0026	1206	horse
deer-file0027	1207	deer
deer-file0028	1208	cat
deer-file0029	1209	deer
deer-file0030	1210	deer
deer-file0031	1211	deer
deer-file0032	1212	monkey
deer-file0033	1213	deer
deer-file0034	1214	horse
deer-file0035	1215	deer
deer-file0036	1216	monkey
deer-file0037	1217	deer
deer-file0038	1218	dog
deer-file0039	1219	dog
deer-file0040	1220	horse
deer-file0041	1221	cat
deer-file0042	1222	deer
deer-file0043	1223	deer
deer-file0044	1224	deer
deer-file0045	1225	horse
deer-file0046	1226	cat
deer-file0047	1227	deer
deer-file0048	1228	horse
deer-file0049	1229	deer
deer-file0050	1230	monkey
deer-file0051	1231	deer
deer-file0052	1232	deer
deer-file0053	1233	cat
deer-file0054	1234	deer
deer-file0055	1235	deer
deer-file0056	1236	deer
deer-file0057	1237	deer
deer-file0058	1238	dog
deer-file0059	1239	deer
deer-file0060	1240	bird
deer-file0061	1241	deer
deer-file0062	1242	horse
deer-file0063	1243	cat
deer-file0064	1244	deer
deer-file0065	1245	deer
deer-file0066	1246	monkey
deer-file0067	1247	deer
deer-file0068	1248	horse
deer-file0069	1249	horse
deer-file0070	1250	horse
deer-file0071	1251	monkey
deer-file0072	1252	horse
deer-file0073	1253	deer
deer-file0074	1254	cat
deer-file0075	1255	horse
deer-file0076	1256	monkey
deer-file0077	1257	deer
deer-file0078	1258	deer
deer-file0079	1259	cat
deer-file0080	1260	deer
deer-file0081	1261	deer
deer-file0082	1262	horse
deer-file0083	1263	monkey
deer-file0084	1264	horse
deer-file0085	1265	horse
deer-file0086	1266	monkey
deer-file0087	1267	deer
deer-file0088	1268	monkey
deer-file0089	1269	cat
deer-file0090	1270	horse
deer-file0091	1271	dog
deer-file0092	1272	dog
deer-file0093	1273	deer
deer-file0094	1274	deer
deer-file0095	1275	deer
deer-file0096	1276	deer
deer-file0097	1277	deer
deer-file0098	1278	bird
deer-file0099	1279	horse
deer-file0100	1280	cat
deer-file0101	1281	horse
deer-file0102	1282	horse
deer-file0103	1283	deer
deer-file0104	1284	deer
deer-file0105	1285	deer
deer-file0106	1286	deer
deer-file0107	1287	truck
deer-file0108	1288	dog
deer-file0109	1289	deer
deer-file0110	1290	deer
deer-file0111	1291	horse
deer-file0112	1292	deer
deer-file0113	1293	deer
deer-file0114	1294	deer
deer-file0115	1295	bird
deer-file0116	1296	monkey
deer-file0117	1297	deer
deer-file0118	1298	deer
deer-file0119	1299	deer
deer-file0120	1300	bird
deer-file0121	1301	cat
deer-file0122	1302	deer
deer-file0123	1303	monkey
deer-file0124	1304	deer
deer-file0125	1305	horse
deer-file0126	1306	monkey
deer-file0127	1307	deer
deer-file0128	1308	deer
deer-file0129	1309	deer
deer-file0130	1310	deer
deer-file0131	1311	deer
deer-file0132	1312	cat
deer-file0133	1313	horse
deer-file0134	1314	deer
deer-file0135	1315	horse
deer-file0136	1316	deer
deer-file0137	1317	deer
deer-file0138	1318	deer
deer-file0139	1319	deer
deer-file0140	1320	deer
deer-file0141	1321	monkey
deer-file0142	1322	horse
deer-file0143	1323	horse
deer-file0144	1324	monkey
deer-file0145	1325	dog
deer-file0146	1326	deer
deer-file0147	1327	horse
deer-file0148	1328	deer
deer-file0149	1329	deer
deer-file0150	1330	dog
deer-file0151	1331	horse
deer-file0152	1332	monkey
deer-file0153	1333	deer
deer-file0154	1334	horse
deer-file0155	1335	deer
deer-file0156	1336	monkey
deer-file0157	1337	deer
deer-file0158	1338	deer
deer-file0159	1339	horse
deer-file0160	1340	monkey
deer-file0161	1341	deer
deer-file0162	1342	deer
deer-file0163	1343	deer
deer-file0164	1344	deer
deer-file0165	1345	horse
deer-file0166	1346	deer
deer-file0167	1347	deer
deer-file0168	1348	dog
deer-file0169	1349	horse
deer-file0170	1350	deer
deer-file0171	1351	deer
deer-file0172	1352	deer
deer-file0173	1353	deer
deer-file0174	1354	dog
deer-file0175	1355	cat
deer-file0176	1356	horse
deer-file0177	1357	deer
deer-file0178	1358	deer
deer-file0179	1359	bird
deer-file0180	1360	horse
deer-file0181	1361	deer
deer-file0182	1362	horse
deer-file0183	1363	monkey
deer-file0184	1364	bird
deer-file0185	1365	cat
deer-file0186	1366	deer
deer-file0187	1367	deer
deer-file0188	1368	horse
deer-file0189	1369	deer
deer-file0190	1370	deer
deer-file0191	1371	cat
deer-file0192	1372	deer
deer-file0193	1373	deer
deer-file0194	1374	deer
deer-file0195	1375	deer
deer-file0196	1376	monkey
deer-file0197	1377	cat
deer-file0198	1378	bird
deer-file0199	1379	deer
deer-file0200	1380	deer
deer-file0201	1381	deer
deer-file0202	1382	deer
deer-file0203	1383	bird
deer-file0204	1384	deer
deer-file0205	1385	deer
deer-file0206	1386	deer
deer-file0207	1387	monkey
deer-file0208	1388	deer
deer-file0209	1389	deer
deer-file0210	1390	deer
deer-file0211	1391	deer
deer-file0212	1392	deer
deer-file0213	1393	deer
deer-file0214	1394	horse
deer-file0215	1395	monkey
deer-file0216	1396	deer
deer-file0217	1397	deer
deer-file0218	1398	deer
deer-file0219	1399	deer
deer-file0220	1400	deer
deer-file0221	1401	deer
deer-file0222	1402	deer
deer-file0223	1403	deer
deer-file0224	1404	cat
deer-file0225	1405	deer
deer-file0226	1406	deer
deer-file0227	1407	deer
deer-file0228	1408	deer
deer-file0229	1409	dog
deer-file0230	1410	monkey
deer-file0231	1411	cat
deer-file0232	1412	deer
deer-file0233	1413	deer
deer-file0234	1414	horse
deer-file0235	1415	deer
deer-file0236	1416	bird
deer-file0237	1417	monkey
deer-file0238	1418	horse
deer-file0239	1419	deer
deer-file0240	1420	deer
deer-file0241	1421	deer
deer-file0242	1422	horse
deer-file0243	1423	horse
deer-file0244	1424	dog
deer-file0245	1425	horse
deer-file0246	1426	horse
deer-file0247	1427	deer
deer-file0248	1428	cat
deer-file0249	1429	deer
deer-file0250	1430	monkey
deer-file0251	1431	cat
deer-file0252	1432	deer
deer-file0253	1433	truck
deer-file0254	1434	deer
deer-file0255	1435	deer
deer-file0256	1436	cat
deer-file0257	1437	bird
deer-file0258	1438	horse
deer-file0259	1439	deer
deer-file0260	1440	deer
deer-file0261	1441	deer
deer-file0262	1442	deer
deer-file0263	1443	horse
deer-file0264	1444	monkey
deer-file0265	1445	monkey
deer-file0266	1446	deer
deer-file0267	1447	bird
deer-file0268	1448	horse
deer-file0269	1449	horse
deer-file0270	1450	horse
deer-file0271	1451	horse
deer-file0272	1452	deer
deer-file0273	1453	dog
deer-file0274	1454	deer
deer-file0275	1455	horse
deer-file0276	1456	deer
deer-file0277	1457	deer
deer-file0278	1458	horse
deer-file0279	1459	deer
deer-file0280	1460	monkey
deer-file0281	1461	deer
deer-file0282	1462	deer
deer-file0283	1463	horse
deer-file0284	1464	deer
deer-file0285	1465	deer
deer-file0286	1466	monkey
deer-file0287	1467	monkey
deer-file0288	1468	deer
deer-file0289	1469	deer
deer-file0290	1470	dog
deer-file0291	1471	horse
deer-file0292	1472	deer
deer-file0293	1473	horse
deer-file0294	1474	deer
deer-file0295	1475	deer
deer-file0296	1476	deer
deer-file0297	1477	dog
deer-file0298	1478	deer
deer-file0299	1479	horse
deer-file0300	1480	horse
deer-file0301	1481	horse
deer-file0302	1482	cat
deer-file0303	1483	deer
deer-file0304	1484	cat
deer-file0305	1485	deer
deer-file0306	1486	deer
deer-file0307	1487	deer
deer-file0308	1488	dog
dog-file0000	1489	cat
dog-file0001	1490	deer
dog-file0002	1491	deer
dog-file0003	1492	monkey
dog-file0004	1493	monkey
dog-file0005	1494	bird
dog-file0006	1495	dog
dog-file0007	1496	dog
dog-file0008	1497	dog
dog-file0009	1498	monkey
dog-file0010	1499	cat
dog-file0011	1500	dog
dog-file0012	1501	deer
dog-file0013	1502	horse
dog-file0014	1503	dog
dog-file0015	1504	bird
dog-file0016	1505	dog
dog-file0017	1506	dog
dog-file0018	1507	dog
dog-file0019	1508	dog
dog-file0020	1509	horse
dog-file0021	1510	horse
dog-file0022	1511	monkey
dog-file0023	1512	monkey
dog-file0024	1513	horse
dog-file0025	1514	dog
dog-file0026	1515	dog
dog-file0027	1516	horse
dog-file0028	1517	horse
dog-file0029	1518	dog
dog-file0030	1519	horse
dog-file0031	1520	horse
dog-file0032	1521	dog
dog-file0033	1522	cat
dog-file0034	1523	horse
dog-file0035	1524	dog
dog-file0036	1525	horse
dog-file0037	1526	dog
dog-file0038	1527	dog
dog-file0039	1528	cat
dog-file0040	1529	monkey
dog-file0041	1530	cat
dog-file0042	1531	horse
dog-file0043	1532	horse
dog-file0044	1533	cat
dog-file0045	1534	monkey
dog-file0046	1535	horse
dog-file0047	1536	horse
dog-file0048	1537	monkey
dog-file0049	1538	horse
dog-file0050	1539	horse
dog-file0051	1540	horse
dog-file0052	1541	dog
dog-file0053	1542	monkey
dog-file0054	1543	monkey
dog-file0055	1544	monkey
dog-file0056	1545	car
dog-file0057	1546	monkey
dog-file0058	1547	horse
dog-file0059	1548	monkey
dog-file0060	1549	dog
dog-file0061	1550	truck
dog-file0062	1551	horse
dog-file0063	1552	deer
dog-file0064	1553	dog
dog-file0065	1554	horse
dog-file0066	1555	dog
dog-file0067	1556	horse
dog-file0068	1557	monkey
dog-file0069	1558	dog
dog-file0070	1559	monkey
dog-file0071	1560	dog
dog-file0072	1561	dog
dog-file0073	1562	dog
dog-file0074	1563	dog
dog-file0075	1564	monkey
dog-file0076	1565	monkey
dog-file0077	1566	truck
dog-file0078	1567	deer
dog-file0079	1568	dog
dog-file0080	1569	monkey
dog-file0081	1570	dog
dog-file0082	1571	monkey
dog-file0083	1572	dog
dog-file0084	1573	dog
dog-file0085	1574	dog
dog-file0086	1575	horse
dog-file0087	1576	bird
dog-file0088	1577	deer
dog-file0089	1578	horse
dog-file0090	1579	monkey
dog-file0091	1580	monkey
dog-file0092	1581	cat
dog-file0093	1582	dog
dog-file0094	1583	horse
dog-file0095	1584	deer
dog-file0096	1585	dog
dog-file0097	1586	monkey
dog-file0098	1587	dog
dog-file0099	1588	monkey
dog-file0100	1589	horse
dog-file0101	1590	dog
dog-file0102	1591	deer
dog-file0103	1592	dog
dog-file0104	1593	bird
dog-file0105	1594	dog
dog-file0106	1595	horse
dog-file0107	1596	horse
dog-file0108	1597	horse
dog-file0109	1598	horse
dog-file0110	1599	dog
dog-file0111	1600	monkey
dog-file0112	1601	dog
dog-file0113	1602	dog
dog-file0114	1603	dog
dog-file0115	1604	monkey
dog-file0116	1605	dog
dog-file0117	1606	dog
dog-file0118	1607	bird
dog-file0119	1608	dog
dog-file0120	1609	horse
dog-file0121	1610	monkey
dog-file0122	1611	horse
dog-file0123	1612	bird
dog-file0124	1613	dog
dog-file0125	1614	deer
dog-file0126	1615	cat
dog-file0127	1616	monkey
dog-file0128	1617	truck
dog-file0129	1618	cat
dog-file0130	1619	bird
dog-file0131	1620	horse
dog-file0132	1621	cat
dog-file0133	1622	cat
dog-file0134	1623	dog
dog-file0135	1624	truck
dog-file0136	1625	monkey
dog-file0137	1626	deer
dog-file0138	1627	dog
dog-file0139	1628	dog
dog-file0140	1629	deer
dog-file0141	1630	monkey
dog-file0142	1631	bird
dog-file0143	1632	dog
dog-file0144	1633	dog
dog-file0145	1634	cat
dog-file0146	1635	dog
dog-file0147	1636	deer
dog-file0148	1637	deer
dog-file0149	1638	dog
dog-file0150	1639	cat
dog-file0151	1640	deer
dog-file0152	1641	dog
dog-file0153	1642	horse
dog-file0154	1643	dog
dog-file0155	1644	monkey
dog-file0156	1645	monkey
dog-file0157	1646	horse
dog-file0158	1647	dog
dog-file0159	1648	dog
dog-file0160	1649	monkey
dog-file0161	1650	horse
dog-file0162	1651	monkey
dog-file0163	1652	horse
dog-file0164	1653	deer
dog-file0165	1654	monkey
dog-file0166	1655	cat
dog-file0167	1656	dog
dog-file0168	1657	horse
dog-file0169	1658	cat
dog-file0170	1659	horse
dog-file0171	1660	horse
dog-file0172	1661	dog
dog-file0173	1662	monkey
dog-file0174	1663	cat
dog-file0175	1664	horse
dog-file0176	1665	monkey
dog-file0177	1666	dog
dog-file0178	1667	cat
dog-file0179	1668	monkey
dog-file0180	1669	monkey
dog-file0181	1670	dog
dog-file0182	1671	dog
dog-file0183	1672	horse
dog-file0184	1673	cat
dog-file0185	1674	horse
dog-file0186	1675	horse
dog-file0187	1676	bird
dog-file0188	1677	monkey
dog-file0189	1678	horse
dog-file0190	1679	dog
dog-file0191	1680	horse
dog-file0192	1681	dog
dog-file0193	1682	dog
dog-file0194	1683	horse
dog-file0195	1684	monkey
dog-file0196	1685	horse
dog-file0197	1686	cat
dog-file0198	1687	truck
dog-file0199	1688	dog
dog-file0200	1689	deer
dog-file0201	1690	dog
dog-file0202	1691	dog
dog-file0203	1692	dog
dog-file0204	1693	dog
dog-file0205	1694	dog
dog-file0206	1695	cat
dog-file0207	1696	horse
dog-file0208	1697	horse
dog-file0209	1698	monkey
dog-file0210	1699	horse
dog-file0211	1700	horse
dog-file0212	1701	monkey
dog-file0213	1702	monkey
dog-file0214	1703	dog
dog-file0215	1704	cat
dog-file0216	1705	horse
dog-file0217	1706	dog
dog-file0218	1707	monkey
dog-file0219	1708	horse
dog-file0220	1709	cat
dog-file0221	1710	monkey
dog-file0222	1711	dog
dog-file0223	1712	horse
dog-file0224	1713	monkey
dog-file0225	1714	monkey
dog-file0226	1715	dog
dog-file0227	1716	dog
dog-file0228	1717	dog
dog-file0229	1718	deer
dog-file0230	1719	dog
dog-file0231	1720	horse
dog-file0232	1721	horse
dog-file0233	1722	dog
dog-file0234	1723	horse
dog-file0235	1724	dog
dog-file0236	1725	monkey
dog-file0237	1726	dog
dog-file0238	1727	horse
dog-file0239	1728	airplane
dog-file0240	1729	deer
dog-file0241	1730	bird
dog-file0242	1731	dog
dog-file0243	1732	dog
dog-file0244	1733	horse
dog-file0245	1734	horse
dog-file0246	1735	horse
dog-file0247	1736	dog
dog-file0248	1737	cat
dog-file0249	1738	monkey
dog-file0250	1739	dog
dog-file0251	1740	truck
dog-file0252	1741	cat
dog-file0253	1742	monkey
dog-file0254	1743	monkey
dog-file0255	1744	cat
dog-file0256	1745	monkey
dog-file0257	1746	dog
dog-file0258	1747	cat
dog-file0259	1748	dog
dog-file0260	1749	monkey
dog-file0261	1750	dog
dog-file0262	1751	horse
dog-file0263	1752	dog
dog-file0264	1753	dog
dog-file0265	1754	cat
dog-file0266	1755	dog
dog-file0267	1756	monkey
dog-file0268	1757	monkey
dog-file0269	1758	dog
dog-file0270	1759	monkey
dog-file0271	1760	dog
dog-file0272	1761	deer
dog-file0273	1762	monkey
dog-file0274	1763	cat
dog-file0275	1764	monkey
dog-file0276	1765	monkey
dog-file0277	1766	monkey
dog-file0278	1767	dog
dog-file0279	1768	horse
dog-file0280	1769	cat
dog-file0281	1770	horse
dog-file0282	1771	horse
dog-file0283	1772	monkey
dog-file0284	1773	monkey
dog-file0285	1774	monkey
dog-file0286	1775	cat
dog-file0287	1776	dog
dog-file0288	1777	monkey
dog-file0289	1778	dog
dog-file0290	1779	dog
dog-file0291	1780	monkey
dog-file0292	1781	monkey
dog-file0293	1782	bird
dog-file0294	1783	horse
dog-file0295	1784	dog
dog-file0296	1785	horse
dog-file0297	1786	dog
dog-file0298	1787	dog
dog-file0299	1788	cat
dog-file0300	1789	horse
dog-file0301	1790	horse
dog-file0302	1791	horse
dog-file0303	1792	dog
dog-file0304	1793	horse
dog-file0305	1794	truck
dog-file0306	1795	horse
dog-file0307	1796	monkey
dog-file0308	1797	dog
dog-file0309	1798	horse
dog-file0310	1799	dog
dog-file0311	1800	horse
dog-file0312	1801	horse
dog-file0313	1802	monkey
dog-file0314	1803	monkey
dog-file0315	1804	monkey
dog-file0316	1805	monkey
horse-file0000	1806	horse
horse-file0001	1807	monkey
horse-file0002	1808	dog
horse-file0003	1809	horse
horse-file0004	1810	horse
horse-file0005	1811	horse
horse-file0006	1812	horse
horse-file0007	1813	horse
horse-file0008	1814	horse
horse-file0009	1815	deer
horse-file0010	1816	horse
horse-file0011	1817	horse
horse-file0012	1818	horse
horse-file0013	1819	horse
horse-file0014	1820	horse
horse-file0015	1821	horse
horse-file0016	1822	horse
horse-file0017	1823	horse
horse-file0018	1824	bird
horse-file0019	1825	horse
horse-file0020	1826	truck
horse-file0021	1827	horse
horse-file0022	1828	horse
horse-file0023	1829	horse
horse-file0024	1830	dog
horse-file0025	1831	horse
horse-file0026	1832	horse
horse-file0027	1833	airplane
horse-file0028	1834	horse
horse-file0029	1835	horse
horse-file0030	1836	bird
horse-file0031	1837	horse
horse-file0032	1838	dog
horse-file0033	1839	horse
horse-file0034	1840	dog
horse-file0035	1841	bird
horse-file0036	1842	horse
horse-file0037	1843	horse
horse-file0038	1844	horse
horse-file0039	1845	horse
horse-file0040	1846	horse
horse-file0041	1847	horse
horse-file0042	1848	horse
horse-file0043	1849	horse
horse-file0044	1850	horse
horse-file0045	1851	horse
horse-file0046	1852	horse
horse-file0047	1853	horse
horse-file0048	1854	horse
horse-file0049	1855	horse
horse-file0050	1856	horse
horse-file0051	1857	horse
horse-file0052	1858	bird
horse-file0053	1859	horse
horse-file0054	1860	monkey
horse-file0055	1861	horse
horse-file0056	1862	horse
horse-file0057	1863	horse
horse-file0058	1864	monkey
horse-file0059	1865	horse
horse-file0060	1866	horse
horse-file0061	1867	horse
horse-file0062	1868	deer
horse-file0063	1869	dog
horse-file0064	1870	horse
horse-file0065	1871	horse
horse-file0066	1872	horse
horse-file0067	1873	horse
horse-file0068	1874	horse
horse-file0069	1875	horse
horse-file0070	1876	horse
horse-file0071	1877	horse
horse-file0072	1878	cat
horse-file0073	1879	car
horse-file0074	1880	monkey
horse-file0075	1881	horse
horse-file0076	1882	horse
horse-file0077	1883	horse
horse-file0078	1884	dog
horse-file0079	1885	truck
horse-file0080	1886	horse
horse-file0081	1887	deer
horse-file0082	1888	monkey
horse-file0083	1889	horse
horse-file0084	1890	horse
horse-file0085	1891	deer
horse-file0086	1892	horse
horse-file0087	1893	dog
horse-file0088	1894	horse
horse-file0089	1895	horse
horse-file0090	1896	horse
horse-file0091	1897	horse
horse-file0092	1898	horse
horse-file0093	1899	horse
horse-file0094	1900	horse
horse-file0095	1901	horse
horse-file0096	1902	horse
horse-file0097	1903	horse
horse-file0098	1904	horse
horse-file0099	1905	horse
horse-file0100	1906	horse
horse-file0101	1907	horse
horse-file0102	1908	dog
horse-file0103	1909	dog
horse-file0104	1910	horse
horse-file0105	1911	horse
horse-file0106	1912	horse
horse-file0107	1913	horse
horse-file0108	1914	horse
horse-file0109	1915	horse
horse-file0110	1916	horse
horse-file0111	1917	horse
horse-file0112	1918	horse
horse-file0113	1919	car
horse-file0114	1920	horse
horse-file0115	1921	truck
horse-file0116	1922	horse
horse-file0117	1923	truck
horse-file0118	1924	monkey
horse-file0119	1925	horse
horse-file0120	1926	monkey
horse-file0121	1927	horse
horse-file0122	1928	horse
horse-file0123	1929	truck
horse-file0124	1930	deer
horse-file0125	1931	horse
horse-file0126	1932	horse
horse-file0127	1933	horse
horse-file0128	1934	horse
horse-file0129	1935	dog
horse-file0130	1936	horse
horse-file0131	1937	horse
horse-file0132	1938	dog
horse-file0133	1939	horse
horse-file0134	1940	deer
horse-file0135	1941	truck
horse-file0136	1942	horse
horse-file0137	1943	car
horse-file0138	1944	dog
horse-file0139	1945	horse
horse-file0140	1946	horse
horse-file0141	1947	horse
horse-file0142	1948	horse
horse-file0143	1949	dog
horse-file0144	1950	horse
horse-file0145	1951	horse
horse-file0146	1952	horse
horse-file0147	1953	horse
horse-file0148	1954	horse
horse-file0149	1955	horse
horse-file0150	1956	car
horse-file0151	1957	horse
horse-file0152	1958	horse
horse-file0153	1959	horse
horse-file0154	1960	horse
horse-file0155	1961	horse
horse-file0156	1962	monkey
horse-file0157	1963	horse
horse-file0158	1964	horse
horse-file0159	1965	horse
horse-file0160	1966	horse
horse-file0161	1967	horse
horse-file0162	1968	horse
horse-file0163	1969	horse
horse-file0164	1970	dog
horse-file0165	1971	cat
horse-file0166	1972	horse
horse-file0167	1973	horse
horse-file0168	1974	horse
horse-file0169	1975	horse
horse-file0170	1976	horse
horse-file0171	1977	horse
horse-file0172	1978	horse
horse-file0173	1979	horse
horse-file0174	1980	dog
horse-file0175	1981	horse
horse-file0176	1982	horse
horse-file0177	1983	horse
horse-file0178	1984	horse
horse-file0179	1985	horse
horse-file0180	1986	horse
horse-file0181	1987	horse
horse-file0182	1988	deer
horse-file0183	1989	horse
horse-file0184	1990	bird
horse-file0185	1991	horse
horse-file0186	1992	dog
horse-file0187	1993	dog
horse-file0188	1994	horse
horse-file0189	1995	dog
horse-file0190	1996	horse
horse-file0191	1997	horse
horse-file0192	1998	horse
horse-file0193	1999	horse
horse-file0194	2000	horse
horse-file0195	2001	horse
horse-file0196	2002	horse
horse-file0197	2003	horse
horse-file0198	2004	horse
horse-file0199	2005	horse
horse-file0200	2006	horse
horse-file0201	2007	monkey
horse-file0202	2008	dog
horse-file0203	2009	truck
horse-file0204	2010	horse
horse-file0205	2011	horse
horse-file0206	2012	truck
horse-file0207	2013	horse
horse-file0208	2014	monkey
horse-file0209	2015	horse
horse-file0210	2016	horse
horse-file0211	2017	horse
horse-file0212	2018	horse
horse-file0213	2019	horse
horse-file0214	2020	deer
horse-file0215	2021	horse
horse-file0216	2022	horse
horse-file0217	2023	dog
horse-file0218	2024	horse
horse-file0219	2025	bird
horse-file0220	2026	horse
horse-file0221	2027	dog
horse-file0222	2028	car
horse-file0223	2029	horse
horse-file0224	2030	horse
horse-file0225	2031	horse
horse-file0226	2032	bird
horse-file0227	2033	horse
horse-file0228	2034	horse
horse-file0229	2035	horse
horse-file0230	2036	horse
horse-file0231	2037	horse
horse-file0232	2038	horse
horse-file0233	2039	horse
horse-file0234	2040	dog
horse-file0235	2041	dog
horse-file0236	2042	dog
horse-file0237	2043	dog
horse-file0238	2044	horse
horse-file0239	2045	horse
horse-file0240	2046	horse
horse-file0241	2047	horse
horse-file0242	2048	cat
horse-file0243	2049	horse
horse-file0244	2050	horse
horse-file0245	2051	horse
horse-file0246	2052	horse
horse-file0247	2053	horse
horse-file0248	2054	horse
horse-file0249	2055	horse
horse-file0250	2056	horse
horse-file0251	2057	dog
horse-file0252	2058	horse
horse-file0253	2059	monkey
horse-file0254	2060	horse
horse-file0255	2061	horse
horse-file0256	2062	dog
horse-file0257	2063	horse
horse-file0258	2064	horse
horse-file0259	2065	horse
horse-file0260	2066	horse
horse-file0261	2067	horse
horse-file0262	2068	horse
horse-file0263	2069	horse
horse-file0264	2070	horse
horse-file0265	2071	horse
horse-file0266	2072	horse
horse-file0267	2073	horse
horse-file0268	2074	horse
horse-file0269	2075	horse
horse-file0270	2076	cat
horse-file0271	2077	horse
horse-file0272	2078	horse
horse-file0273	2079	horse
horse-file0274	2080	horse
horse-file0275	2081	horse
horse-file0276	2082	horse
horse-file0277	2083	truck
horse-file0278	2084	horse
horse-file0279	2085	dog
horse-file0280	2086	dog
horse-file0281	2087	horse
horse-file0282	2088	horse
horse-file0283	2089	horse
horse-file0284	2090	car
horse-file0285	2091	horse
horse-file0286	2092	horse
monkey-file0000	2093	monkey
monkey-file0001	2094	monkey
monkey-file0002	2095	bird
monkey-file0003	2096	monkey
monkey-file0004	2097	deer
monkey-file0005	2098	monkey
monkey-file0006	2099	monkey
monkey-file0007	2100	cat
monkey-file0008	2101	monkey
monkey-file0009	2102	dog
monkey-file0010	2103	monkey
monkey-file0011	2104	monkey
monkey-file0012	2105	monkey
monkey-file0013	2106	cat
monkey-file0014	2107	monkey
monkey-file0015	2108	monkey
monkey-file0016	2109	bird
monkey-file0017	2110	monkey
monkey-file0018	2111	bird
monkey-file0019	2112	monkey
monkey-file0020	2113	monkey
monkey-file0021	2114	monkey
monkey-file0022	2115	monkey
monkey-file0023	2116	monkey
monkey-file0024	2117	monkey
monkey-file0025	2118	deer
monkey-file0026	2119	horse
monkey-file0027	2120	dog
monkey-file0028	2121	monkey
monkey-file0029	2122	monkey
monkey-file0030	2123	cat
monkey-file0031	2124	monkey
monkey-file0032	2125	monkey
monkey-file0033	2126	horse
monkey-file0034	2127	deer
monkey-file0035	2128	monkey
monkey-file0036	2129	monkey
monkey-file0037	2130	cat
monkey-file0038	2131	monkey
monkey-file0039	2132	monkey
monkey-file0040	2133	dog
monkey-file0041	2134	monkey
monkey-file0042	2135	dog
monkey-file0043	2136	cat
monkey-file0044	2137	cat
monkey-file0045	2138	monkey
monkey-file0046	2139	deer
monkey-file0047	2140	deer
monkey-file0048	2141	monkey
monkey-file0049	2142	horse
monkey-file0050	2143	monkey
monkey-file0051	2144	monkey
monkey-file0052	2145	monkey
monkey-file0053	2146	monkey
monkey-file0054	2147	horse
monkey-file0055	2148	dog
monkey-file0056	2149	monkey
monkey-file0057	2150	monkey
monkey-file0058	2151	monkey
monkey-file0059	2152	monkey
monkey-file0060	2153	monkey
monkey-file0061	2154	monkey
monkey-file0062	2155	monkey
monkey-file0063	2156	monkey
monkey-file0064	2157	dog
monkey-file0065	2158	deer
monkey-file0066	2159	monkey
monkey-file0067	2160	monkey
monkey-file0068	2161	horse
monkey-file0069	2162	monkey
monkey-file0070	2163	monkey
monkey-file0071	2164	dog
monkey-file0072	2165	monkey
monkey-file0073	2166	horse
monkey-file0074	2167	car
monkey-file0075	2168	dog
monkey-file0076	2169	horse
monkey-file0077	2170	monkey
monkey-file0078	2171	monkey
monkey-file0079	2172	horse
monkey-file0080	2173	monkey
monkey-file0081	2174	monkey
monkey-file0082	2175	monkey
monkey-file0083	2176	monkey
monkey-file0084	2177	monkey
monkey-file0085	2178	monkey
monkey-file0086	2179	monkey
monkey-file0087	2180	monkey
monkey-file0088	2181	horse
monkey-file0089	2182	monkey
monkey-file0090	2183	horse
monkey-file0091	2184	cat
monkey-file0092	2185	monkey
monkey-file0093	2186	monkey
monkey-file0094	2187	monkey
monkey-file0095	2188	monkey
monkey-file0096	2189	horse
monkey-file0097	2190	monkey
monkey-file0098	2191	bird
monkey-file0099	2192	monkey
monkey-file0100	2193	monkey
monkey-file0101	2194	monkey
monkey-file0102	2195	horse
monkey-file0103	2196	monkey
monkey-file0104	2197	monkey
monkey-file0105	2198	horse
monkey-file0106	2199	monkey
monkey-file0107	2200	deer
monkey-file0108	2201	monkey
monkey-file0109	2202	monkey
monkey-file0110	2203	cat
