uid	index	classes
cat-file0228	1137	deer
cat-file0229	1138	ship
cat-file0230	1139	monkey
cat-file0231	1140	airplane
cat-file0232	1141	ship
cat-file0233	1142	monkey
cat-file0234	1143	cat
cat-file0235	1144	dog
cat-file0236	1145	airplane
cat-file0237	1146	car
cat-file0238	1147	monkey
cat-file0239	1148	monkey
cat-file0240	1149	truck
cat-file0241	1150	dog
cat-file0242	1151	monkey
cat-file0243	1152	monkey
cat-file0244	1153	bird
cat-file0245	1154	airplane
cat-file0246	1155	truck
cat-file0247	1156	airplane
cat-file0248	1157	bird
cat-file0249	1158	dog
cat-file0250	1159	ship
cat-file0251	1160	monkey
cat-file0252	1161	monkey
cat-file0253	1162	horse
cat-file0254	1163	monkey
cat-file0255	1164	horse
cat-file0256	1165	bird
cat-file0257	1166	ship
cat-file0258	1167	airplane
cat-file0259	1168	monkey
cat-file0260	1169	airplane
cat-file0261	1170	car
cat-file0262	1171	car
cat-file0263	1172	truck
cat-file0264	1173	car
cat-file0265	1174	cat
cat-file0266	1175	horse
cat-file0267	1176	monkey
cat-file0268	1177	truck
cat-file0269	1178	deer
cat-file0270	1179	truck
deer-file0000	1180	deer
deer-file0001	1181	deer
deer-file0002	1182	horse
deer-file0003	1183	deer
deer-file0004	1184	ship
deer-file0005	1185	ship
deer-file0006	1186	cat
deer-file0007	1187	horse
deer-file0008	1188	deer
deer-file0009	1189	monkey
deer-file0010	1190	dog
deer-file0011	1191	car
deer-file0012	1192	horse
deer-file0013	1193	car
deer-file0014	1194	dog
deer-file0015	1195	deer
deer-file0016	1196	truck
deer-file0017	1197	deer
deer-file0018	1198	car
deer-file0019	1199	deer
deer-file0020	1200	monkey
deer-file0021	1201	cat
deer-file0022	1202	car
deer-file0023	1203	deer
deer-file0024	1204	ship
deer-file0025	1205	horse
deer-file0026	1206	truck
deer-file0027	1207	airplane
deer-file0028	1208	monkey
deer-file0029	1209	car
deer-file0030	1210	horse
deer-file0031	1211	horse
deer-file0032	1212	airplane
deer-file0033	1213	horse
deer-file0034	1214	horse
deer-file0035	1215	car
deer-file0036	1216	car
deer-file0037	1217	deer
deer-file0038	1218	cat
deer-file0039	1219	dog
deer-file0040	1220	bird
deer-file0041	1221	bird
deer-file0042	1222	ship
deer-file0043	1223	truck
deer-file0044	1224	monkey
deer-file0045	1225	airplane
deer-file0046	1226	deer
deer-file0047	1227	horse
deer-file0048	1228	truck
deer-file0049	1229	cat
deer-file0050	1230	car
deer-file0051	1231	horse
deer-file0052	1232	truck
deer-file0053	1233	horse
deer-file0054	1234	monkey
deer-file0055	1235	monkey
deer-file0056	1236	truck
deer-file0057	1237	car
deer-file0058	1238	truck
deer-file0059	1239	airplane
deer-file0060	1240	horse
deer-file0061	1241	car
deer-file0062	1242	bird
deer-file0063	1243	monkey
deer-file0064	1244	monkey
deer-file0065	1245	car
deer-file0066	1246	dog
deer-file0067	1247	horse
deer-file0068	1248	deer
deer-file0069	1249	truck
deer-file0070	1250	truck
deer-file0071	1251	bird
deer-file0072	1252	truck
deer-file0073	1253	ship
deer-file0074	1254	bird
deer-file0075	1255	car
deer-file0076	1256	airplane
deer-file0077	1257	cat
deer-file0078	1258	deer
deer-file0079	1259	bird
deer-file0080	1260	ship
deer-file0081	1261	deer
deer-file0082	1262	deer
deer-file0083	1263	ship
deer-file0084	1264	ship
deer-file0085	1265	truck
deer-file0086	1266	airplane
deer-file0087	1267	horse
deer-file0088	1268	airplane
deer-file0089	1269	monkey
deer-file0090	1270	horse
deer-file0091	1271	monkey
deer-file0092	1272	horse
deer-file0093	1273	airplane
deer-file0094	1274	ship
deer-file0095	1275	cat
deer-file0096	1276	bird
deer-file0097	1277	car
deer-file0098	1278	monkey
deer-file0099	1279	car
deer-file0100	1280	bird
deer-file0101	1281	monkey
deer-file0102	1282	monkey
deer-file0103	1283	car
deer-file0104	1284	airplane
deer-file0105	1285	monkey
deer-file0106	1286	ship
deer-file0107	1287	ship
deer-file0108	1288	truck
deer-file0109	1289	cat
deer-file0110	1290	car
deer-file0111	1291	ship
deer-file0112	1292	horse
deer-file0113	1293	truck
deer-file0114	1294	monkey
deer-file0115	1295	cat
deer-file0116	1296	truck
deer-file0117	1297	monkey
deer-file0118	1298	bird
deer-file0119	1299	monkey
deer-file0120	1300	horse
deer-file0121	1301	car
deer-file0122	1302	airplane
deer-file0123	1303	car
deer-file0124	1304	dog
deer-file0125	1305	bird
deer-file0126	1306	airplane
deer-file0127	1307	airplane
deer-file0128	1308	truck
deer-file0129	1309	ship
deer-file0130	1310	car
deer-file0131	1311	horse
deer-file0132	1312	monkey
deer-file0133	1313	cat
deer-file0134	1314	monkey
deer-file0135	1315	cat
deer-file0136	1316	car
deer-file0137	1317	deer
deer-file0138	1318	car
deer-file0139	1319	truck
deer-file0140	1320	horse
deer-file0141	1321	ship
deer-file0142	1322	horse
deer-file0143	1323	horse
deer-file0144	1324	ship
deer-file0145	1325	monkey
deer-file0146	1326	cat
deer-file0147	1327	truck
deer-file0148	1328	airplane
deer-file0149	1329	horse
deer-file0150	1330	horse
deer-file0151	1331	deer
deer-file0152	1332	ship
deer-file0153	1333	car
deer-file0154	1334	car
deer-file0155	1335	truck
deer-file0156	1336	car
deer-file0157	1337	horse
deer-file0158	1338	car
deer-file0159	1339	ship
deer-file0160	1340	deer
deer-file0161	1341	ship
deer-file0162	1342	horse
deer-file0163	1343	cat
deer-file0164	1344	horse
deer-file0165	1345	truck
deer-file0166	1346	car
deer-file0167	1347	car
deer-file0168	1348	car
deer-file0169	1349	ship
deer-file0170	1350	cat
deer-file0171	1351	truck
deer-file0172	1352	monkey
deer-file0173	1353	monkey
deer-file0174	1354	deer
deer-file0175	1355	monkey
deer-file0176	1356	monkey
deer-file0177	1357	cat
deer-file0178	1358	horse
deer-file0179	1359	deer
deer-file0180	1360	truck
deer-file0181	1361	monkey
deer-file0182	1362	horse
deer-file0183	1363	car
deer-file0184	1364	horse
deer-file0185	1365	cat
deer-file0186	1366	horse
deer-file0187	1367	horse
deer-file0188	1368	car
deer-file0189	1369	cat
deer-file0190	1370	dog
deer-file0191	1371	car
deer-file0192	1372	monkey
deer-file0193	1373	car
deer-file0194	1374	cat
deer-file0195	1375	airplane
deer-file0196	1376	airplane
deer-file0197	1377	monkey
deer-file0198	1378	car
deer-file0199	1379	airplane
deer-file0200	1380	monkey
deer-file0201	1381	dog
deer-file0202	1382	dog
deer-file0203	1383	airplane
deer-file0204	1384	monkey
deer-file0205	1385	bird
deer-file0206	1386	horse
deer-file0207	1387	monkey
deer-file0208	1388	airplane
deer-file0209	1389	car
deer-file0210	1390	horse
deer-file0211	1391	ship
deer-file0212	1392	truck
deer-file0213	1393	monkey
deer-file0214	1394	airplane
deer-file0215	1395	car
deer-file0216	1396	car
deer-file0217	1397	deer
deer-file0218	1398	truck
deer-file0219	1399	ship
deer-file0220	1400	cat
deer-file0221	1401	truck
deer-file0222	1402	ship
deer-file0223	1403	airplane
deer-file0224	1404	ship
deer-file0225	1405	dog
deer-file0226	1406	airplane
deer-file0227	1407	truck
deer-file0228	1408	deer
deer-file0229	1409	deer
deer-file0230	1410	airplane
deer-file0231	1411	horse
deer-file0232	1412	cat
deer-file0233	1413	truck
deer-file0234	1414	bird
deer-file0235	1415	monkey
deer-file0236	1416	truck
deer-file0237	1417	monkey
deer-file0238	1418	cat
deer-file0239	1419	ship
deer-file0240	1420	monkey
deer-file0241	1421	airplane
deer-file0242	1422	bird
deer-file0243	1423	car
deer-file0244	1424	deer
deer-file0245	1425	deer
deer-file0246	1426	monkey
deer-file0247	1427	bird
deer-file0248	1428	monkey
deer-file0249	1429	monkey
deer-file0250	1430	monkey
deer-file0251	1431	monkey
deer-file0252	1432	monkey
deer-file0253	1433	monkey
deer-file0254	1434	horse
deer-file0255	1435	monkey
deer-file0256	1436	car
deer-file0257	1437	deer
deer-file0258	1438	monkey
deer-file0259	1439	horse
deer-file0260	1440	monkey
deer-file0261	1441	deer
deer-file0262	1442	cat
deer-file0263	1443	truck
deer-file0264	1444	cat
deer-file0265	1445	deer
deer-file0266	1446	cat
deer-file0267	1447	horse
deer-file0268	1448	monkey
deer-file0269	1449	car
deer-file0270	1450	airplane
deer-file0271	1451	deer
deer-file0272	1452	car
deer-file0273	1453	horse
deer-file0274	1454	car
deer-file0275	1455	monkey
deer-file0276	1456	car
deer-file0277	1457	monkey
deer-file0278	1458	airplane
deer-file0279	1459	monkey
deer-file0280	1460	deer
deer-file0281	1461	horse
deer-file0282	1462	bird
deer-file0283	1463	monkey
deer-file0284	1464	deer
deer-file0285	1465	monkey
deer-file0286	1466	airplane
deer-file0287	1467	ship
deer-file0288	1468	cat
deer-file0289	1469	monkey
deer-file0290	1470	horse
deer-file0291	1471	airplane
deer-file0292	1472	ship
deer-file0293	1473	cat
deer-file0294	1474	cat
deer-file0295	1475	monkey
deer-file0296	1476	ship
deer-file0297	1477	bird
deer-file0298	1478	monkey
deer-file0299	1479	monkey
deer-file0300	1480	ship
deer-file0301	1481	deer
deer-file0302	1482	dog
deer-file0303	1483	cat
deer-file0304	1484	monkey
deer-file0305	1485	monkey
deer-file0306	1486	horse
deer-file0307	1487	bird
deer-file0308	1488	car
dog-file0000	1489	monkey
dog-file0001	1490	ship
dog-file0002	1491	dog
dog-file0003	1492	dog
dog-file0004	1493	monkey
dog-file0005	1494	car
dog-file0006	1495	horse
dog-file0007	1496	airplane
dog-file0008	1497	airplane
dog-file0009	1498	horse
dog-file0010	1499	monkey
dog-file0011	1500	horse
dog-file0012	1501	horse
dog-file0013	1502	airplane
dog-file0014	1503	bird
dog-file0015	1504	car
dog-file0016	1505	monkey
dog-file0017	1506	dog
dog-file0018	1507	car
dog-file0019	1508	horse
dog-file0020	1509	ship
dog-file0021	1510	monkey
dog-file0022	1511	truck
dog-file0023	1512	dog
dog-file0024	1513	deer
dog-file0025	1514	car
dog-file0026	1515	horse
dog-file0027	1516	deer
dog-file0028	1517	ship
dog-file0029	1518	horse
dog-file0030	1519	monkey
dog-file0031	1520	airplane
dog-file0032	1521	deer
dog-file0033	1522	ship
dog-file0034	1523	horse
dog-file0035	1524	airplane
dog-file0036	1525	car
dog-file0037	1526	monkey
dog-file0038	1527	airplane
dog-file0039	1528	dog
dog-file0040	1529	horse
dog-file0041	1530	airplane
dog-file0042	1531	monkey
dog-file0043	1532	cat
dog-file0044	1533	airplane
dog-file0045	1534	car
dog-file0046	1535	car
dog-file0047	1536	cat
dog-file0048	1537	ship
dog-file0049	1538	deer
dog-file0050	1539	deer
dog-file0051	1540	ship
dog-file0052	1541	deer
dog-file0053	1542	truck
dog-file0054	1543	bird
dog-file0055	1544	monkey
dog-file0056	1545	monkey
dog-file0057	1546	bird
dog-file0058	1547	monkey
dog-file0059	1548	deer
dog-file0060	1549	bird
dog-file0061	1550	monkey
dog-file0062	1551	horse
dog-file0063	1552	ship
dog-file0064	1553	monkey
dog-file0065	1554	monkey
dog-file0066	1555	deer
dog-file0067	1556	car
dog-file0068	1557	car
dog-file0069	1558	monkey
dog-file0070	1559	dog
dog-file0071	1560	horse
dog-file0072	1561	ship
dog-file0073	1562	ship
dog-file0074	1563	deer
dog-file0075	1564	car
dog-file0076	1565	ship
dog-file0077	1566	monkey
dog-file0078	1567	cat
dog-file0079	1568	horse
dog-file0080	1569	monkey
dog-file0081	1570	car
dog-file0082	1571	cat
dog-file0083	1572	truck
dog-file0084	1573	cat
dog-file0085	1574	truck
dog-file0086	1575	car
dog-file0087	1576	ship
dog-file0088	1577	ship
dog-file0089	1578	car
dog-file0090	1579	ship
dog-file0091	1580	car
dog-file0092	1581	dog
dog-file0093	1582	ship
dog-file0094	1583	monkey
dog-file0095	1584	car
dog-file0096	1585	bird
dog-file0097	1586	monkey
dog-file0098	1587	ship
dog-file0099	1588	monkey
dog-file0100	1589	car
dog-file0101	1590	ship
dog-file0102	1591	monkey
dog-file0103	1592	horse
dog-file0104	1593	ship
dog-file0105	1594	airplane
dog-file0106	1595	deer
dog-file0107	1596	airplane
dog-file0108	1597	monkey
dog-file0109	1598	horse
dog-file0110	1599	ship
dog-file0111	1600	ship
dog-file0112	1601	car
dog-file0113	1602	airplane
dog-file0114	1603	monkey
dog-file0115	1604	monkey
dog-file0116	1605	horse
dog-file0117	1606	bird
dog-file0118	1607	truck
dog-file0119	1608	horse
dog-file0120	1609	ship
dog-file0121	1610	airplane
dog-file0122	1611	ship
dog-file0123	1612	car
dog-file0124	1613	horse
dog-file0125	1614	dog
dog-file0126	1615	monkey
dog-file0127	1616	car
dog-file0128	1617	car
dog-file0129	1618	deer
dog-file0130	1619	horse
dog-file0131	1620	horse
dog-file0132	1621	monkey
dog-file0133	1622	ship
dog-file0134	1623	bird
dog-file0135	1624	ship
dog-file0136	1625	ship
dog-file0137	1626	airplane
dog-file0138	1627	truck
dog-file0139	1628	horse
dog-file0140	1629	dog
dog-file0141	1630	car
dog-file0142	1631	truck
dog-file0143	1632	car
dog-file0144	1633	airplane
dog-file0145	1634	monkey
dog-file0146	1635	cat
dog-file0147	1636	ship
dog-file0148	1637	horse
dog-file0149	1638	deer
dog-file0150	1639	car
dog-file0151	1640	deer
dog-file0152	1641	deer
dog-file0153	1642	deer
dog-file0154	1643	ship
dog-file0155	1644	horse
dog-file0156	1645	truck
dog-file0157	1646	car
dog-file0158	1647	cat
dog-file0159	1648	cat
dog-file0160	1649	cat
dog-file0161	1650	horse
dog-file0162	1651	airplane
dog-file0163	1652	horse
dog-file0164	1653	bird
dog-file0165	1654	dog
dog-file0166	1655	horse
dog-file0167	1656	deer
dog-file0168	1657	horse
dog-file0169	1658	deer
dog-file0170	1659	monkey
dog-file0171	1660	monkey
dog-file0172	1661	ship
dog-file0173	1662	truck
dog-file0174	1663	deer
dog-file0175	1664	monkey
dog-file0176	1665	horse
dog-file0177	1666	ship
dog-file0178	1667	horse
dog-file0179	1668	car
dog-file0180	1669	truck
dog-file0181	1670	truck
dog-file0182	1671	monkey
dog-file0183	1672	deer
dog-file0184	1673	car
dog-file0185	1674	monkey
dog-file0186	1675	deer
dog-file0187	1676	monkey
dog-file0188	1677	horse
dog-file0189	1678	car
dog-file0190	1679	dog
dog-file0191	1680	car
dog-file0192	1681	horse
dog-file0193	1682	ship
dog-file0194	1683	monkey
dog-file0195	1684	airplane
dog-file0196	1685	horse
dog-file0197	1686	cat
dog-file0198	1687	horse
dog-file0199	1688	airplane
dog-file0200	1689	deer
dog-file0201	1690	monkey
dog-file0202	1691	bird
dog-file0203	1692	ship
dog-file0204	1693	car
dog-file0205	1694	dog
dog-file0206	1695	car
dog-file0207	1696	horse
dog-file0208	1697	monkey
dog-file0209	1698	airplane
dog-file0210	1699	monkey
dog-file0211	1700	monkey
dog-file0212	1701	monkey
dog-file0213	1702	cat
dog-file0214	1703	bird
dog-file0215	1704	deer
dog-file0216	1705	deer
dog-file0217	1706	horse
dog-file0218	1707	truck
dog-file0219	1708	monkey
dog-file0220	1709	deer
dog-file0221	1710	horse
dog-file0222	1711	monkey
dog-file0223	1712	monkey
dog-file0224	1713	monkey
dog-file0225	1714	horse
dog-file0226	1715	cat
dog-file0227	1716	monkey
dog-file0228	1717	cat
dog-file0229	1718	horse
dog-file0230	1719	car
dog-file0231	1720	dog
dog-file0232	1721	monkey
dog-file0233	1722	bird
dog-file0234	1723	deer
dog-file0235	1724	airplane
dog-file0236	1725	monkey
dog-file0237	1726	monkey
dog-file0238	1727	car
dog-file0239	1728	monkey
dog-file0240	1729	horse
dog-file0241	1730	truck
dog-file0242	1731	monkey
dog-file0243	1732	cat
dog-file0244	1733	ship
dog-file0245	1734	cat
dog-file0246	1735	car
dog-file0247	1736	horse
dog-file0248	1737	car
dog-file0249	1738	horse
dog-file0250	1739	deer
dog-file0251	1740	truck
dog-file0252	1741	deer
dog-file0253	1742	truck
dog-file0254	1743	monkey
dog-file0255	1744	deer
dog-file0256	1745	airplane
dog-file0257	1746	horse
dog-file0258	1747	deer
dog-file0259	1748	car
dog-file0260	1749	horse
dog-file0261	1750	deer
dog-file0262	1751	car
dog-file0263	1752	truck
dog-file0264	1753	airplane
dog-file0265	1754	bird
dog-file0266	1755	ship
dog-file0267	1756	airplane
dog-file0268	1757	deer
dog-file0269	1758	monkey
dog-file0270	1759	ship
dog-file0271	1760	deer
dog-file0272	1761	horse
dog-file0273	1762	bird
dog-file0274	1763	ship
dog-file0275	1764	monkey
dog-file0276	1765	cat
dog-file0277	1766	bird
dog-file0278	1767	truck
dog-file0279	1768	car
dog-file0280	1769	ship
dog-file0281	1770	ship
dog-file0282	1771	ship
dog-file0283	1772	ship
dog-file0284	1773	airplane
dog-file0285	1774	ship
dog-file0286	1775	dog
dog-file0287	1776	car
dog-file0288	1777	car
dog-file0289	1778	ship
dog-file0290	1779	horse
dog-file0291	1780	deer
dog-file0292	1781	horse
dog-file0293	1782	airplane
dog-file0294	1783	monkey
dog-file0295	1784	ship
dog-file0296	1785	airplane
dog-file0297	1786	bird
dog-file0298	1787	horse
dog-file0299	1788	deer
dog-file0300	1789	deer
dog-file0301	1790	bird
dog-file0302	1791	deer
dog-file0303	1792	horse
dog-file0304	1793	horse
dog-file0305	1794	truck
dog-file0306	1795	deer
dog-file0307	1796	cat
dog-file0308	1797	bird
dog-file0309	1798	deer
dog-file0310	1799	deer
dog-file0311	1800	car
dog-file0312	1801	horse
dog-file0313	1802	cat
dog-file0314	1803	deer
dog-file0315	1804	deer
dog-file0316	1805	cat
horse-file0000	1806	car
horse-file0001	1807	truck
horse-file0002	1808	bird
horse-file0003	1809	deer
horse-file0004	1810	ship
horse-file0005	1811	airplane
horse-file0006	1812	horse
horse-file0007	1813	airplane
horse-file0008	1814	deer
horse-file0009	1815	monkey
horse-file0010	1816	airplane
horse-file0011	1817	ship
horse-file0012	1818	dog
horse-file0013	1819	truck
horse-file0014	1820	ship
horse-file0015	1821	cat
horse-file0016	1822	bird
horse-file0017	1823	monkey
horse-file0018	1824	cat
horse-file0019	1825	car
horse-file0020	1826	dog
horse-file0021	1827	cat
horse-file0022	1828	airplane
horse-file0023	1829	car
horse-file0024	1830	horse
horse-file0025	1831	car
horse-file0026	1832	airplane
horse-file0027	1833	monkey
horse-file0028	1834	truck
horse-file0029	1835	monkey
horse-file0030	1836	truck
horse-file0031	1837	truck
horse-file0032	1838	horse
horse-file0033	1839	dog
horse-file0034	1840	airplane
horse-file0035	1841	cat
horse-file0036	1842	truck
horse-file0037	1843	truck
horse-file0038	1844	horse
horse-file0039	1845	cat
horse-file0040	1846	airplane
horse-file0041	1847	cat
horse-file0042	1848	car
horse-file0043	1849	car
horse-file0044	1850	monkey
horse-file0045	1851	monkey
horse-file0046	1852	horse
horse-file0047	1853	horse
horse-file0048	1854	monkey
horse-file0049	1855	horse
horse-file0050	1856	horse
horse-file0051	1857	car
horse-file0052	1858	monkey
horse-file0053	1859	horse
horse-file0054	1860	deer
horse-file0055	1861	ship
horse-file0056	1862	bird
horse-file0057	1863	truck
horse-file0058	1864	ship
horse-file0059	1865	ship
horse-file0060	1866	horse
horse-file0061	1867	airplane
horse-file0062	1868	airplane
horse-file0063	1869	monkey
horse-file0064	1870	horse
horse-file0065	1871	truck
horse-file0066	1872	deer
horse-file0067	1873	bird
horse-file0068	1874	truck
horse-file0069	1875	ship
horse-file0070	1876	monkey
horse-file0071	1877	monkey
horse-file0072	1878	monkey
horse-file0073	1879	horse
horse-file0074	1880	deer
horse-file0075	1881	car
horse-file0076	1882	monkey
horse-file0077	1883	deer
horse-file0078	1884	bird
horse-file0079	1885	cat
horse-file0080	1886	deer
horse-file0081	1887	airplane
horse-file0082	1888	airplane
horse-file0083	1889	deer
horse-file0084	1890	monkey
horse-file0085	1891	bird
horse-file0086	1892	airplane
horse-file0087	1893	car
horse-file0088	1894	dog
horse-file0089	1895	monkey
horse-file0090	1896	car
horse-file0091	1897	horse
horse-file0092	1898	dog
horse-file0093	1899	airplane
horse-file0094	1900	car
horse-file0095	1901	deer
horse-file0096	1902	airplane
horse-file0097	1903	ship
horse-file0098	1904	cat
horse-file0099	1905	cat
horse-file0100	1906	monkey
horse-file0101	1907	ship
horse-file0102	1908	ship
horse-file0103	1909	monkey
horse-file0104	1910	horse
horse-file0105	1911	monkey
horse-file0106	1912	dog
horse-file0107	1913	ship
horse-file0108	1914	truck
horse-file0109	1915	car
horse-file0110	1916	airplane
horse-file0111	1917	deer
horse-file0112	1918	horse
horse-file0113	1919	truck
horse-file0114	1920	airplane
horse-file0115	1921	deer
horse-file0116	1922	bird
horse-file0117	1923	cat
horse-file0118	1924	horse
horse-file0119	1925	truck
horse-file0120	1926	car
horse-file0121	1927	monkey
horse-file0122	1928	deer
horse-file0123	1929	monkey
horse-file0124	1930	ship
horse-file0125	1931	deer
horse-file0126	1932	truck
horse-file0127	1933	truck
horse-file0128	1934	ship
horse-file0129	1935	truck
horse-file0130	1936	ship
horse-file0131	1937	car
horse-file0132	1938	ship
horse-file0133	1939	car
horse-file0134	1940	cat
horse-file0135	1941	truck
horse-file0136	1942	bird
horse-file0137	1943	bird
horse-file0138	1944	car
horse-file0139	1945	ship
horse-file0140	1946	deer
horse-file0141	1947	cat
horse-file0142	1948	ship
horse-file0143	1949	airplane
horse-file0144	1950	truck
horse-file0145	1951	car
horse-file0146	1952	monkey
horse-file0147	1953	truck
horse-file0148	1954	horse
horse-file0149	1955	airplane
horse-file0150	1956	car
horse-file0151	1957	cat
horse-file0152	1958	airplane
horse-file0153	1959	deer
horse-file0154	1960	horse
horse-file0155	1961	monkey
horse-file0156	1962	monkey
horse-file0157	1963	ship
horse-file0158	1964	deer
horse-file0159	1965	horse
horse-file0160	1966	monkey
horse-file0161	1967	horse
horse-file0162	1968	airplane
horse-file0163	1969	deer
horse-file0164	1970	car
horse-file0165	1971	monkey
horse-file0166	1972	horse
horse-file0167	1973	horse
horse-file0168	1974	monkey
horse-file0169	1975	monkey
horse-file0170	1976	horse
horse-file0171	1977	horse
horse-file0172	1978	airplane
horse-file0173	1979	dog
horse-file0174	1980	ship
horse-file0175	1981	car
horse-file0176	1982	horse
horse-file0177	1983	car
horse-file0178	1984	monkey
horse-file0179	1985	monkey
horse-file0180	1986	dog
horse-file0181	1987	bird
horse-file0182	1988	bird
horse-file0183	1989	car
horse-file0184	1990	car
horse-file0185	1991	airplane
horse-file0186	1992	cat
horse-file0187	1993	horse
horse-file0188	1994	airplane
horse-file0189	1995	monkey
horse-file0190	1996	airplane
horse-file0191	1997	truck
horse-file0192	1998	car
horse-file0193	1999	monkey
horse-file0194	2000	ship
horse-file0195	2001	dog
horse-file0196	2002	monkey
horse-file0197	2003	deer
horse-file0198	2004	truck
horse-file0199	2005	deer
horse-file0200	2006	horse
horse-file0201	2007	airplane
horse-file0202	2008	monkey
horse-file0203	2009	bird
horse-file0204	2010	monkey
horse-file0205	2011	cat
horse-file0206	2012	monkey
horse-file0207	2013	car
horse-file0208	2014	deer
horse-file0209	2015	airplane
horse-file0210	2016	car
horse-file0211	2017	truck
horse-file0212	2018	cat
horse-file0213	2019	bird
horse-file0214	2020	airplane
horse-file0215	2021	ship
horse-file0216	2022	monkey
horse-file0217	2023	horse
horse-file0218	2024	airplane
horse-file0219	2025	deer
horse-file0220	2026	car
horse-file0221	2027	monkey
horse-file0222	2028	car
horse-file0223	2029	monkey
horse-file0224	2030	airplane
horse-file0225	2031	airplane
horse-file0226	2032	truck
horse-file0227	2033	monkey
horse-file0228	2034	horse
horse-file0229	2035	monkey
horse-file0230	2036	car
horse-file0231	2037	horse
horse-file0232	2038	car
horse-file0233	2039	dog
horse-file0234	2040	cat
horse-file0235	2041	monkey
horse-file0236	2042	car
horse-file0237	2043	airplane
horse-file0238	2044	monkey
horse-file0239	2045	horse
horse-file0240	2046	cat
horse-file0241	2047	airplane
horse-file0242	2048	horse
horse-file0243	2049	airplane
horse-file0244	2050	monkey
horse-file0245	2051	horse
horse-file0246	2052	monkey
horse-file0247	2053	monkey
horse-file0248	2054	horse
horse-file0249	2055	car
horse-file0250	2056	monkey
horse-file0251	2057	monkey
horse-file0252	2058	car
horse-file0253	2059	car
horse-file0254	2060	horse
horse-file0255	2061	cat
horse-file0256	2062	horse
horse-file0257	2063	horse
horse-file0258	2064	monkey
horse-file0259	2065	horse
horse-file0260	2066	horse
horse-file0261	2067	ship
horse-file0262	2068	ship
horse-file0263	2069	car
horse-file0264	2070	monkey
horse-file0265	2071	truck
horse-file0266	2072	monkey
horse-file0267	2073	airplane
horse-file0268	2074	deer
horse-file0269	2075	ship
horse-file0270	2076	ship
horse-file0271	2077	cat
horse-file0272	2078	airplane
horse-file0273	2079	car
horse-file0274	2080	horse
horse-file0275	2081	car
horse-file0276	2082	truck
horse-file0277	2083	car
horse-file0278	2084	airplane
horse-file0279	2085	car
horse-file0280	2086	horse
horse-file0281	2087	ship
horse-file0282	2088	airplane
horse-file0283	2089	car
horse-file0284	2090	deer
horse-file0285	2091	monkey
horse-file0286	2092	truck
monkey-file0000	2093	car
monkey-file0001	2094	car
monkey-file0002	2095	cat
monkey-file0003	2096	monkey
monkey-file0004	2097	monkey
monkey-file0005	2098	ship
monkey-file0006	2099	truck
monkey-file0007	2100	airplane
monkey-file0008	2101	horse
monkey-file0009	2102	monkey
monkey-file0010	2103	horse
monkey-file0011	2104	car
monkey-file0012	2105	cat
monkey-file0013	2106	airplane
monkey-file0014	2107	horse
monkey-file0015	2108	car
monkey-file0016	2109	horse
monkey-file0017	2110	airplane
monkey-file0018	2111	car
monkey-file0019	2112	deer
monkey-file0020	2113	truck
monkey-file0021	2114	truck
monkey-file0022	2115	ship
monkey-file0023	2116	monkey
monkey-file0024	2117	airplane
monkey-file0025	2118	ship
monkey-file0026	2119	truck
monkey-file0027	2120	deer
monkey-file0028	2121	monkey
monkey-file0029	2122	horse
monkey-file0030	2123	airplane
monkey-file0031	2124	horse
monkey-file0032	2125	airplane
monkey-file0033	2126	monkey
monkey-file0034	2127	ship
monkey-file0035	2128	monkey
monkey-file0036	2129	car
monkey-file0037	2130	airplane
monkey-file0038	2131	monkey
monkey-file0039	2132	horse
monkey-file0040	2133	car
monkey-file0041	2134	ship
monkey-file0042	2135	airplane
monkey-file0043	2136	deer
monkey-file0044	2137	cat
monkey-file0045	2138	car
monkey-file0046	2139	ship
monkey-file0047	2140	bird
monkey-file0048	2141	ship
monkey-file0049	2142	airplane
monkey-file0050	2143	car
monkey-file0051	2144	bird
monkey-file0052	2145	truck
monkey-file0053	2146	deer
monkey-file0054	2147	ship
monkey-file0055	2148	deer
monkey-file0056	2149	bird
monkey-file0057	2150	monkey
monkey-file0058	2151	ship
monkey-file0059	2152	deer
monkey-file0060	2153	truck
monkey-file0061	2154	ship
monkey-file0062	2155	horse
monkey-file0063	2156	airplane
monkey-file0064	2157	car
monkey-file0065	2158	dog
monkey-file0066	2159	airplane
monkey-file0067	2160	ship
monkey-file0068	2161	monkey
monkey-file0069	2162	horse
monkey-file0070	2163	bird
monkey-file0071	2164	ship
monkey-file0072	2165	horse
monkey-file0073	2166	bird
monkey-file0074	2167	ship
monkey-file0075	2168	monkey
monkey-file0076	2169	airplane
monkey-file0077	2170	monkey
monkey-file0078	2171	bird
monkey-file0079	2172	car
monkey-file0080	2173	ship
monkey-file0081	2174	monkey
monkey-file0082	2175	horse
monkey-file0083	2176	cat
monkey-file0084	2177	ship
monkey-file0085	2178	horse
monkey-file0086	2179	deer
monkey-file0087	2180	monkey
monkey-file0088	2181	truck
monkey-file0089	2182	bird
monkey-file0090	2183	deer
monkey-file0091	2184	truck
monkey-file0092	2185	truck
monkey-file0093	2186	monkey
monkey-file0094	2187	car
monkey-file0095	2188	monkey
monkey-file0096	2189	airplane
monkey-file0097	2190	truck
monkey-file0098	2191	car
monkey-file0099	2192	bird
